github.com/OpenLiberty/guide-docker
github.com/openschemas/dockerfiles
github.com/heaptracetechnology/microservice-ffmpeg
github.com/DataStax-Examples/spring-k8s-cassandra-microservices
github.com/titpetric/microservice
github.com/stacksimplify/aws-eks-kubernetes-masterclass
github.com/DURAARK/duraark-pointcloud-viewer
github.com/datawire/ambassador
github.com/benc-uk/rayscale
github.com/jwasham/avatar-service
github.com/saeed349/Microservices-Based-Algorithmic-Trading-System
github.com/kubeflow/code-intelligence
github.com/CoderDojo/cp-local-development
github.com/itmuch/spring-cloud-docker-microservice-book-code
github.com/enr1c091/microservices-oauth
github.com/simple-gr/ketchup
github.com/lineageos4microg/docker-lineage-cicd
github.com/derekbar90/catalyst
github.com/vsoch/dockerfiles
github.com/reportportal/reportportal
github.com/qlik-oss/mira
github.com/michalzeman/spring-reactive-microservices
github.com/ErickWendel/talk-from-monoliths-to-microservices-with-docker
github.com/piomin/course-kubernetes-microservices
github.com/andrew0928/Meetup
github.com/abdullahselek/ReducePy
github.com/ewolff/microservice
github.com/IrvingLu/Commerce-Service
github.com/SeldonIO/seldon-core
github.com/devspace-cloud/devspace
github.com/pitch-game/pitch-api
github.com/pace/bricks
github.com/buptmiao/microservice-app
github.com/sergeikh/cloud-enabled-microservice
github.com/marcus-sa/nest-graphql-microservices-example
github.com/chrisns/docker-node-sonos-http-api
github.com/awslabs/aws-devops-essential
github.com/pvarentsov/virus-scanner
github.com/BarathArivazhagan/spring-cloud-sidecar-polygot
github.com/DeployHubProject/DeployHub-Pro
github.com/Kong/kong
github.com/kubeflow/example-seldon
github.com/tomi-vanek/microts
github.com/zhaoqin1234666/microservice-shop
github.com/ethereum-oasis/baseline
github.com/chayxana/Restaurant-App
github.com/iron-io/functions
github.com/andreschaffer/one-click-microservice
github.com/kriswep/graphql-microservices
github.com/khandelwal-arpit/kubernetes-starterkit
github.com/mycodebad/microservices-example
github.com/ivanpaulovich/hexagonal-architecture-acerola
github.com/farrukhmpk/html-pdf-service
github.com/gramidt/rabbitmq-nodejs-microservice-boilerplate
github.com/dotnet-architecture/eShopOnContainersAI
github.com/kanisterio/kanister
github.com/DigitalState/Services
github.com/flemay/3musketeers
github.com/Crizstian/cinema-microservice
github.com/WilliamXu96/ABP-MicroService
github.com/mlabouardy/aws-pipeline
github.com/in28minutes/docker-crash-course
github.com/diwuqingrou404/filestore-server
github.com/pluswerk/convert-svg-to-png-docker
github.com/devdcores/BookStoreApp-Distributed-Application
github.com/luizkowalski/microservices-netflix-sample
github.com/ThreeDotsLabs/monolith-microservice-shop
github.com/EYBlockchain/timber
github.com/cassiomolin/log-aggregation-spring-boot-elastic-stack
github.com/YashchenkoN/social-network
github.com/yidongnan/spring-cloud-consul-example
github.com/networknt/light-4j
github.com/ImranMA/MicroCouriers
github.com/saumitras/kafka-twitter-docker
github.com/earaujoassis/space
github.com/brentley/container-demo
github.com/hiper2d/awesome-blog
github.com/bipingupta/Microservices-Demo
github.com/chaosiq/demos
github.com/goldsborough/microservice-rs
github.com/Microkubes/microkubes
